text,label,clean_text
Aunty hogai hain pagal wagal,Negative,aunty hogai hain pagal wagal
Buht zyada badtameezi,Negative,buht zyada badtameezi
bachon ka lia roadian banai hain!nawaz sharif ko zalalat nahi mili!,Negative,bachon ka lia roadian banai hain nawaz sharif ko zalalat nahi mili
Jahalat ki intiha,Negative,jahalat ki intiha
Lul reporter bolna ata ni mike pakar k khary ho jaty hn .. lanat h .. roads bnai h Wo to waterfall ban gye ..,Negative,lul reporter bolna ata ni mike pakar k khary ho jaty hn lanat h roads bnai h wo to waterfall ban gye
yeh hoti hey lahori aurat ,Neutral,yeh hoti hey lahori aurat
Aunti ny kamal kr ditta m fan o gae kasmay ,Positive,aunti ny kamal kr ditta m fan o gae kasmay
Fan jo hoty hain wo apne idol ko follow krte hain,Neutral,fan jo hoty hain wo apne idol ko follow krte hain
bs ek shadi k ilawa,Neutral,bs ek shadi k ilawa
Aunti ko bolo beth ky road khai road ko dekh ky study karwai apne bacho ko jahil awam,Negative,aunti ko bolo beth ky road khai road ko dekh ky study karwai apne bacho ko jahil awam
Aunty ki punch line pe uncle ki smile thi yaar ,Positive,aunty ki punch line pe uncle ki smile thi yaar
aunty ne uncle ki dil ki baat krdi yr ,Positive,aunty ne uncle ki dil ki baat krdi yr
phir tum sochty hoo k nawaz sharif kesy jeet jata hy Abh mere khayal se time aa gaya hy tum bhi nawaz sharif ka nara laga loo ,Positive,phir tum sochty hoo k nawaz sharif kesy jeet jata hy abh mere khayal se time aa gaya hy tum bhi nawaz sharif ka nara laga loo
Yaar iyo kam tun hi bhalo thi kareen ,Negative,yaar iyo kam tun hi bhalo thi kareen
ta tokhe ker acting karar laye payo chawey  tu rugo mike khari bheeja  yaan video khadja,Negative,ta tokhe ker acting karar laye payo chawey tu rugo mike khari bheeja yaan video khadja
Nah baba muhnjo mike toore chadndia tun. Hi mayi ta po bhaji wai tun haru baru matho pharndia muhnjo,Negative,nah baba muhnjo mike toore chadndia tun hi mayi ta po bhaji wai tun haru baru matho pharndia muhnjo
abey chal gaindi ,Negative,abey chal gaindi
Hahahhahhaha  biryani khara ,Negative,hahahhahhaha biryani khara
Isy jahalat kehtay hain ,Negative,isy jahalat kehtay hain
tumhara or asad ka larai :V class me XD,Negative,tumhara or asad ka larai v class me xd
Kamal tariqi ki he hum ne,Positive,kamal tariqi ki he hum ne
Vo bhi chawlain,Negative,vo bhi chawlain
bhai ismen to nawaz sharif ganja zaleel ho raha hai ...:D,Negative,bhai ismen to nawaz sharif ganja zaleel ho raha hai d
haw PTI k loty idhr to a ,Negative,haw pti k loty idhr to a
Shanakti Card chupao khala ka 25 ke bd dena hai ,Neutral,shanakti card chupao khala ka ke bd dena hai
Aunty pagal hogai hain abhi lahore ka haal pata hai???,Negative,aunty pagal hogai hain abhi lahore ka haal pata hai
 kattar punjab k baaasi ,Neutral,kattar punjab k baaasi
Kch bhe ho mra vote imran khan ko ,Neutral,kch bhe ho mra vote imran khan ko
yar yeh suno ,Neutral,yar yeh suno
Bakwass kar rahi hain. Agar itna acha hain namaz Sharif or uss ka khandan toh Lahore ki ajj aise halat nahi hoti.,Negative,bakwass kar rahi hain agar itna acha hain namaz sharif or uss ka khandan toh lahore ki ajj aise halat nahi hoti
Kis bhae aunty ka screw dhila chal raha ha elections ki tension,Negative,kis bhae aunty ka screw dhila chal raha ha elections ki tension
yeh aunty kya keh rai hai,Neutral,yeh aunty kya keh rai hai
Yeh bik gai hai aunty,Negative,yeh bik gai hai aunty
Sahi khel gaey,Negative,sahi khel gaey
Nope lowest rate hai education ka kpk mai search karlo,Negative,nope lowest rate hai education ka kpk mai search karlo
Pata wata kuch nahi bss imran khan ko vote do haan,Negative,pata wata kuch nahi bss imran khan ko vote do haan
Saal hua hai sirf shuru howe we ,Neutral,saal hua hai sirf shuru howe we
PPP aur PMLN saalo sey hain. ,Neutral,ppp aur pmln saalo sey hain
5 saal hogaye bachay,Neutral,saal hogaye bachay
Acha tell me yeh itnay baray baray jalsay joKarta hai woh pesa kahan sey ata hi ? Zakkat khata hai yeh gareebon ki hospital ko jo milti hai,Negative,acha tell me yeh itnay baray baray jalsay jokarta hai woh pesa kahan sey ata hi zakkat khata hai yeh gareebon ki hospital ko jo milti hai
PPP ko 20 saal se upar hogaye. Kya kia unhon ne?,Neutral,ppp ko saal se upar hogaye kya kia unhon ne
Issey tou bohot ziyada kiyaa hai,Neutral,issey tou bohot ziyada kiyaa hai
Free medical bhi karwaa rahaa hai lougo kiKhaali jalsay nahe kar rahaa,Positive,free medical bhi karwaa rahaa hai lougo kikhaali jalsay nahe kar rahaa
Kabhi jao kpk pata chal jayega,Negative,kabhi jao kpk pata chal jayega
Ke imran khan ney kiya kiya hai wahan,Neutral,ke imran khan ney kiya kiya hai wahan
Loton ko mila ke naya Pakistan bana raha hai,Negative,loton ko mila ke naya pakistan bana raha hai
NahAgar PMLN Aur PPP apni duty ka aadha bhi karte toh kaafi problems solve ho chuki hoti Pakistan ki,Positive,nahagar pmln aur ppp apni duty ka aadha bhi karte toh kaafi problems solve ho chuki hoti pakistan ki
10 10 aurton ney ispar harassment ka ilzam lagaya huya hai,Negative,aurton ney ispar harassment ka ilzam lagaya huya hai
Yeh pakistan banayega naya,Neutral,yeh pakistan banayega naya
"Dharnay,jalsay,national television pe hamlay karwa lo bss issey",Negative,dharnay jalsay national television pe hamlay karwa lo bss issey
Issey behtar tou pmln hai jisnay kuch kaam tou karwaya hai punjab mai,Positive,issey behtar tou pmln hai jisnay kuch kaam tou karwaya hai punjab mai
Sirf punjab ne kaam karana unki pmln ki zimedaari nahe thi. Aur abhi jo lahore mei haal hai yeh karwayaa nawaz sharif ne?,Negative,sirf punjab ne kaam karana unki pmln ki zimedaari nahe thi aur abhi jo lahore mei haal hai yeh karwayaa nawaz sharif ne
Lahore gayi ho kabhi ja kar dekho phir peshawar jao shayad aqal ajaye tumhay . Peshawar karachi sey bhi gaya guzra hai,Negative,lahore gayi ho kabhi ja kar dekho phir peshawar jao shayad aqal ajaye tumhay peshawar karachi sey bhi gaya guzra hai
Harrassment walay cases ko pooray Pakistan mei rokna nawaz sharif aur zardaari ka kaam tha. Itnay saalo mei nahe roka unhon ne.,Negative,harrassment walay cases ko pooray pakistan mei rokna nawaz sharif aur zardaari ka kaam tha itnay saalo mei nahe roka unhon ne
Hahahahaha harassment karnay wala khud ek bari party ka leader hai idiot,Negative,hahahahaha harassment karnay wala khud ek bari party ka leader hai idiot
Karachi ki baat hi nahe horahi. Lahore mei abhi paani ki waja sey problems dekho. Nawaz sharif ne punjab mei bhi kya kardiya? 18 ghante light nahe hoti wahan. Paani ka problem ab bhi hai. Lougo ke saath khela hai sirf. Agar aapko yaad ho toh Sindh kpk aur balochistan bhi Pakistan ke hissay mei aatay hain khaali Punjab nahe,Negative,karachi ki baat hi nahe horahi lahore mei abhi paani ki waja sey problems dekho nawaz sharif ne punjab mei bhi kya kardiya ghante light nahe hoti wahan paani ka problem ab bhi hai lougo ke saath khela hai sirf agar aapko yaad ho toh sindh kpk aur balochistan bhi pakistan ke hissay mei aatay hain khaali punjab nahe
peshawar mai imran khan or sindh mai ppp hai pmln nahi mujhe koi garz nahi pmln sey,Neutral,peshawar mai imran khan or sindh mai ppp hai pmln nahi mujhe koi garz nahi pmln sey
Or thora sa samjh lo siyasat phir baat karo,Negative,or thora sa samjh lo siyasat phir baat karo
Itnay saalo tak donoo parties ne kya karliya?,Neutral,itnay saalo tak donoo parties ne kya karliya
Ab jab ek naya banda parha likha kuch acha karna chah raha ha ke wahi puraani parties ko support karo jinhon ne kuch nahe kia.,Negative,ab jab ek naya banda parha likha kuch acha karna chah raha ha ke wahi puraani parties ko support karo jinhon ne kuch nahe kia
PPP pehle bohot karti thiAb kuch nahe hoga aagay,Negative,ppp pehle bohot karti thiab kuch nahe hoga aagay
Pmln ne jo karna tha bohot karliya Pakistan ko kharab. ,Negative,pmln ne jo karna tha bohot karliya pakistan ko kharab
Harassment walay kaam toh jese nawaz sharif aur zardari ne kiye hi nahe bilkul,Negative,harassment walay kaam toh jese nawaz sharif aur zardari ne kiye hi nahe bilkul
.Chalo kiye toh kiye.,Neutral,chalo kiye toh kiye
Pooray pakistan mei aese cases horahay hain. ,Negative,pooray pakistan mei aese cases horahay hain
Inn sabko rokna kiski zimedaari thi? Nawaz aur zardari ki. Kia koi kaam?,Negative,inn sabko rokna kiski zimedaari thi nawaz aur zardari ki kia koi kaam
aur aadha Pakistan jaanta hai Imran Khan kya karega.,Neutral,aur aadha pakistan jaanta hai imran khan kya karega
Bachay koi kisi ko nahi janta ke woh andar sey kesa hai tou aap kuch jaan len usko phir pata chal jayega or baki kpk ko kyun nahi dekhte tum log andhon wahan ki awam sey pocho kiya bana unka sindh walon sey ziyada pareshan hain . ,Negative,bachay koi kisi ko nahi janta ke woh andar sey kesa hai tou aap kuch jaan len usko phir pata chal jayega or baki kpk ko kyun nahi dekhte tum log andhon wahan ki awam sey pocho kiya bana unka sindh walon sey ziyada pareshan hain
Kpk mei bohot kuch achaa hogaya hai. ,Positive,kpk mei bohot kuch achaa hogaya hai
Aesa kya bura chal rahaa hai wahan? ,Neutral,aesa kya bura chal rahaa hai wahan
PPP ne sindh mei aesa kya karliya ? ,Negative,ppp ne sindh mei aesa kya karliya
Shakal ko koi nahe dekh rahaa. ,Negative,shakal ko koi nahe dekh rahaa
Parha likhaa aadmi hai. ,Positive,parha likhaa aadmi hai
30 saal sey jahil lougo ki hukumat chal rahi hai. ,Negative,saal sey jahil lougo ki hukumat chal rahi hai
Kuch nahe hua. ,Neutral,kuch nahe hua
Parhe likhe loug parha likha leader bhi maangte hain. ,Positive,parhe likhe loug parha likha leader bhi maangte hain
Achay khaasay loug jahilo ko vote dene lag gaye toh hogaya kaam phir.,Negative,achay khaasay loug jahilo ko vote dene lag gaye toh hogaya kaam phir
Pata nahi kese be aqal log hain jo isko follow kartay hain . ,Negative,pata nahi kese be aqal log hain jo isko follow kartay hain
Maana koi kisi ko nahe jaanta. ,Negative,maana koi kisi ko nahe jaanta
Lekin jisko jaante ho unhon ne koi behtari nahe ki phir bhi unke peeche kyun jaana jab pata hai unke aane se kuch nahe hona bas ek bhutto ka naara lagane ke elawaa?,Negative,lekin jisko jaante ho unhon ne koi behtari nahe ki phir bhi unke peeche kyun jaana jab pata hai unke aane se kuch nahe hona bas ek bhutto ka naara lagane ke elawaa
Bss shakal pasand agayi tou peechay lag gaye .,Negative,bss shakal pasand agayi tou peechay lag gaye
Benazir achi thi. Zulfiqar ali bhutto acha tha.,Positive,benazir achi thi zulfiqar ali bhutto acha tha
 Unkay baad party mei kuch nahe rakha. ,Negative,unkay baad party mei kuch nahe rakha
Zardari ne kya kia sab jaante hain. ,Neutral,zardari ne kya kia sab jaante hain
Agar bilawal acha hota  toh lyari mei rehne wali jahil awaam bhi uski gaari pe pathar na maarti.,Negative,agar bilawal acha hota toh lyari mei rehne wali jahil awaam bhi uski gaari pe pathar na maarti
Mulk ko lootne ke elawa kuch nahe kia dono parties ne. Sirf awaam ka pesa khaya hai.,Negative,mulk ko lootne ke elawa kuch nahe kia dono parties ne sirf awaam ka pesa khaya hai
Sirf pathar dekhe yeh nahi dekha ke jab agay gaya tou uska isteqbaal kese huya haan ? ,Negative,sirf pathar dekhe yeh nahi dekha ke jab agay gaya tou uska isteqbaal kese huya haan
Or parha likha leader ? ,Neutral,or parha likha leader
Shayad tumhay yeh nahi pata bilawal bhi oxford sey hi parh ke aya hai . ,Neutral,shayad tumhay yeh nahi pata bilawal bhi oxford sey hi parh ke aya hai
Or pathar khaya tou agay wada bhi kiya ke pani dega sabko .,Negative,or pathar khaya tou agay wada bhi kiya ke pani dega sabko
Pehlay metro bus ko jangla bus kehta hai phir khud hi start karta hai banana peshawar mai ? Yeh hai imran khan .,Negative,pehlay metro bus ko jangla bus kehta hai phir khud hi start karta hai banana peshawar mai yeh hai imran khan
 Imran khan ney kiya kiya apnay national television pe hi pathar marwa deay ,Negative,imran khan ney kiya kiya apnay national television pe hi pathar marwa deay
 Abhi bari hojao phir siyasat ki baat karna ,Negative,abhi bari hojao phir siyasat ki baat karna
Kuch kiya hai nahi usnay phir bhi ussey support kartay hain samjh nahi ata kyun . ,Negative,kuch kiya hai nahi usnay phir bhi ussey support kartay hain samjh nahi ata kyun
Mai apna vote zaya kardonga lekin iss nafsiyati ko kabhi nahi donga .,Negative,mai apna vote zaya kardonga lekin iss nafsiyati ko kabhi nahi donga
Pehle pheke ya baad mei pathar toh pheke na.,Negative,pehle pheke ya baad mei pathar toh pheke na
 Beshak bahar se parh ke aaya ho lekin bilawal karne wahi aaya hai jo uske abba jee ne kia.,Negative,beshak bahar se parh ke aaya ho lekin bilawal karne wahi aaya hai jo uske abba jee ne kia
Rahi baat unke waaday ki toh woh unki duty hai aur awaam ka haq. ,Neutral,rahi baat unke waaday ki toh woh unki duty hai aur awaam ka haq
Agar fair elections hongay na toh na pata chalega pmln kahan gayi na pata lagega ppp kahan gayi. ,Positive,agar fair elections hongay na toh na pata chalega pmln kahan gayi na pata lagega ppp kahan gayi
Sirf dhaandli ki wajaa sey naaam hai.Jahan tak baat rahi metro ki toh punjab mei jo banayi hai woh useless thi. ,Negative,sirf dhaandli ki wajaa sey naaam hai jahan tak baat rahi metro ki toh punjab mei jo banayi hai woh useless thi
Punjab ke loug use bhi nahe karte woh.,Negative,punjab ke loug use bhi nahe karte woh
 14 crore ke project ko banaa ke 14 arab khaa gaye awaam ke aur Imran Khan burai bhi na karay. ,Negative,crore ke project ko banaa ke arab khaa gaye awaam ke aur imran khan burai bhi na karay
Aur agar Imran peshawar mei banayega toh 100% peshawar mei zaroorat hai aur woh bohot behtar banayega. Pesa nahe khayega.,Positive,aur agar imran peshawar mei banayega toh peshawar mei zaroorat hai aur woh bohot behtar banayega pesa nahe khayega
Ek cheez bataa do achi jo pmln aur ppp ne ki ho achi pakistan ke liye ?,Neutral,ek cheez bataa do achi jo pmln aur ppp ne ki ho achi pakistan ke liye
Imran khan pooray pakistan ke liye soch rahaa hai.,Positive,imran khan pooray pakistan ke liye soch rahaa hai
1 crore darakht lagwaye Imran ne kpk mei. ,Positive,crore darakht lagwaye imran ne kpk mei
Ppp walay aaj tak road saaf nahe rakh sakhay.,Negative,ppp walay aaj tak road saaf nahe rakh sakhay
Sindh mei bhi lagwa rahaa hai,Neutral,sindh mei bhi lagwa rahaa hai
Ppp ne khud ko ameer banane ke elawa kya kaam karliyaa,Negative,ppp ne khud ko ameer banane ke elawa kya kaam karliyaa
Tou yeh sala konsa mazdoor hai iskay pass itna pesa kahan sey ata hai isnay khud mana iskay london mai flats hain lekin phasa nawaz shareef yeh side sey nikal gaya or kisnay kaha ke yeh sahi banayega metro bus itni hi achi banayega tou pehlay jangla bus kyun kehta raha yeh nafsiyati or tumhara konsa bhai hai jo tumhay pata hai ke itni achi hukumat karay ga or na tum bilawal ko janti ho jo prediction kar rahi ho ke kuch nahi karay ga . ,Negative,tou yeh sala konsa mazdoor hai iskay pass itna pesa kahan sey ata hai isnay khud mana iskay london mai flats hain lekin phasa nawaz shareef yeh side sey nikal gaya or kisnay kaha ke yeh sahi banayega metro bus itni hi achi banayega tou pehlay jangla bus kyun kehta raha yeh nafsiyati or tumhara konsa bhai hai jo tumhay pata hai ke itni achi hukumat karay ga or na tum bilawal ko janti ho jo prediction kar rahi ho ke kuch nahi karay ga
Or pathar khanay ke baad bhi usnay wada kiya bajaye wahan sey janay ke  nakay khud hi pathrao karwanay lag jayen apnay mulq ke assets per . ,Negative,or pathar khanay ke baad bhi usnay wada kiya bajaye wahan sey janay ke nakay khud hi pathrao karwanay lag jayen apnay mulq ke assets per
Or zara woh program bhi dekh lena jo peshawar or Lahore mai conduct keay jatay hain takay pata chalay hukumat kisnay achi ki hai . ,Neutral,or zara woh program bhi dekh lena jo peshawar or lahore mai conduct keay jatay hain takay pata chalay hukumat kisnay achi ki hai
Mainay dekha hai isleay pata hai mujhe lahore or peshawar mai kiya farq hai . ,Neutral,mainay dekha hai isleay pata hai mujhe lahore or peshawar mai kiya farq hai
Bss ehsay hi kisi ko support karnay nahi lag jaya karo bajaye usko jannay ke . ,Neutral,bss ehsay hi kisi ko support karnay nahi lag jaya karo bajaye usko jannay ke
Kursi ke chakkar mai dharnay karta raha yeh kiya mila ussey mulq ko ? Barbadi bss .,Negative,kursi ke chakkar mai dharnay karta raha yeh kiya mila ussey mulq ko barbadi bss
Bari hojao pehlay phir behes karna jab thora samjhdar hojaogi or agay peechay ke halaat pata chal jayenge .,Negative,bari hojao pehlay phir behes karna jab thora samjhdar hojaogi or agay peechay ke halaat pata chal jayenge
Parha likha hai na nawaz ki tarhan jahil nahe hai. ,Negative,parha likha hai na nawaz ki tarhan jahil nahe hai
Khud ke liye flats bhi ley skta hai. ,Positive,khud ke liye flats bhi ley skta hai
Naya naya pesa nahe aaya uske paas.,Neutral,naya naya pesa nahe aaya uske paas
Jangla bus bhi issliye kyun ke nawaz ne banayi thi. ,Negative,jangla bus bhi issliye kyun ke nawaz ne banayi thi
Woh khud banayega toh achi hi banegi. ,Positive,woh khud banayega toh achi hi banegi
Imran khan ameer tha aur jo tha uske paas usne admit toh kia. ,Neutral,imran khan ameer tha aur jo tha uske paas usne admit toh kia
Imran khan cricketer reh chuka hai uske paas apna pahar aur london mei ghar bhi tha.,Neutral,imran khan cricketer reh chuka hai uske paas apna pahar aur london mei ghar bhi tha
Zardaari toh khud jail mei tha iskay paas itna pesa kahan sey aaya. ,Negative,zardaari toh khud jail mei tha iskay paas itna pesa kahan sey aaya
Bilawal agar oxford se parha hai toh woh parhayi bhi awaam ke pese sey hui jo uske abba ne liya tha.,Negative,bilawal agar oxford se parha hai toh woh parhayi bhi awaam ke pese sey hui jo uske abba ne liya tha
Hamari aadhi se zayada awaam toh andhi hai apni caste ko dekh kar vote karti hai usko nahe deti jo sahi hai.,Negative,hamari aadhi se zayada awaam toh andhi hai apni caste ko dekh kar vote karti hai usko nahe deti jo sahi hai
Baat khaali peshawar lahore islamabad ki toh ho hi nahe rahi na. ,Neutral,baat khaali peshawar lahore islamabad ki toh ho hi nahe rahi na
Pooray pakistan ki baat horahi hai. ,Neutral,pooray pakistan ki baat horahi hai
Pakistan ki kuch districts mei kaam karne se insaan bara nahe ban jaata.,Negative,pakistan ki kuch districts mei kaam karne se insaan bara nahe ban jaata
 Jiski duty hai usko pooray mulk mei kaam karna chahiye. ,Neutral,jiski duty hai usko pooray mulk mei kaam karna chahiye
Bajaye ke apni caste walay areas mei kaam karei.,Negative,bajaye ke apni caste walay areas mei kaam karei
Ab woh imran khan kpk mai karnay de tab na or jo province ki government hoti hai uska kaam hota hai mansoobay start karna,Neutral,ab woh imran khan kpk mai karnay de tab na or jo province ki government hoti hai uska kaam hota hai mansoobay start karna
Bachon wali batein mat karo,Negative,bachon wali batein mat karo
Constitution wagera parho phir baat karo,Negative,constitution wagera parho phir baat karo
Kuch bhi nahi pata bus uski personality pasand hai tumhay jiski waja sey itni mari ja rahi ho .,Negative,kuch bhi nahi pata bus uski personality pasand hai tumhay jiski waja sey itni mari ja rahi ho
Or jab sab pata ho tab behes karna mujhsey now goo,Negative,or jab sab pata ho tab behes karna mujhsey now goo
Aapsay baat karne ka koi faidaa nahe. You win.,Negative,aapsay baat karne ka koi faidaa nahe you win
Ayi ayi PTI ,Neutral,ayi ayi pti
Bharr mai jao dekhte hain shayad aa bhi jaye . Lekin barbad hi karay ga yeh sab kuch .,Negative,bharr mai jao dekhte hain shayad aa bhi jaye lekin barbad hi karay ga yeh sab kuch
kash aj hmre sath bhi aik aesa scene ho jata,Neutral,kash aj hmre sath bhi aik aesa scene ho jata
han yar kash ho jata,Neutral,han yar kash ho jata
Han bae.Vote kis ka???,Neutral,han bae vote kis ka
Aba yar end mai aunty na point le liyaa xDDDD,Neutral,aba yar end mai aunty na point le liyaa xdddd
ajeeb mixed ghussa plus laughter feels XD,Negative,ajeeb mixed ghussa plus laughter feels xd
ABA TU KIYA KAR RA HAI,Negative,aba tu kiya kar ra hai
Baraa logon ko tag mat kiya kar,Neutral,baraa logon ko tag mat kiya kar
Buzy hota hai meetings attend karni hoti hai,Neutral,buzy hota hai meetings attend karni hoti hai
yar mexico jana hai,Neutral,yar mexico jana hai
Aba chup kar apna gulistan e johar pe reee,Negative,aba chup kar apna gulistan e johar pe reee
Aik Aik Eeeeent Punjaab ke apnay hathon se lagai hai. Sharkayenn.Kaun log hainnn!,Neutral,aik aik eeeeent punjaab ke apnay hathon se lagai hai sharkayenn kaun log hainnn
HAHAHHA bas yehe log hain.,Neutral,hahahha bas yehe log hain
Pakistani tuja slam ,Positive,pakistani tuja slam
kia logic hai,Neutral,kia logic hai
Mujhay laga uncle kehngy ily,Neutral,mujhay laga uncle kehngy ily
log apni akal ka km istemal krty ur jazbati ho jty hain,Negative,log apni akal ka km istemal krty ur jazbati ho jty hain
Iss aunty ko bomb laga k urra do,Negative,iss aunty ko bomb laga k urra do
"ajib jahil aurat hei, mre smne hti to aik nawaz sharif ki trh chappal prhti :@",Negative,ajib jahil aurat hei mre smne hti to aik nawaz sharif ki trh chappal prhti
End krdia aunty ne. ,Negative,end krdia aunty ne
Uncle was likeLe tu hi bol ly ,Negative,uncle was likele tu hi bol ly
Waaqai Chacha ki baat tou sunty,Neutral,waaqai chacha ki baat tou sunty
Lekin aunty ne patakh kr di ha ,Negative,lekin aunty ne patakh kr di ha
Ye bhai panjab he gawrat ko diko mrdo ke samni eatara bat karti he lanat hu is par.,Negative,ye bhai panjab he gawrat ko diko mrdo ke samni eatara bat karti he lanat hu is par
Ye halat dek kar Moje apni alaqi par pahar mihsos huta he alhamdulilah,Positive,ye halat dek kar moje apni alaqi par pahar mihsos huta he alhamdulilah
Aunty ko new roads mill gae. ,Neutral,aunty ko new roads mill gae
thats called Jahalat agar aesi hi chlta raha to ak din Pakistan khtm hojae ga wo bh in Panjabi jahilo ki wjHa sa,Negative,thats called jahalat agar aesi hi chlta raha to ak din pakistan khtm hojae ga wo bh in panjabi jahilo ki wjha sa
Na chero Chachu ko... Un k b aj kal yahi jazbat hain k aap ko nai mami la k di jaye,Negative,na chero chachu ko un k b aj kal yahi jazbat hain k aap ko nai mami la k di jaye
Mamu control se bahir ho gaye hen ...ab wapsi mushkil hi nazar ati he,Negative,mamu control se bahir ho gaye hen ab wapsi mushkil hi nazar ati he
Last ki bt chk kr,Neutral,last ki bt chk kr
wawa ee la gai aa,Positive,wawa ee la gai aa
safian na tag karein ,Neutral,safian na tag karein
Rehnay do butt sahb nay galiya boht deni hain ,Negative,rehnay do butt sahb nay galiya boht deni hain
butt sab k haq me hai,Positive,butt sab k haq me hai
Arre BC  Ye toh debate hee shru hogye,Negative,arre bc ye toh debate hee shru hogye
Matlab jahiliyat ki had hai Bro,Negative,matlab jahiliyat ki had hai bro
Sir bi Imran Khan kaa sth dy rhaye ha ,Positive,sir bi imran khan kaa sth dy rhaye ha
Sir ye aunty ko sunlaei,Neutral,sir ye aunty ko sunlaei
Ap ka Imran khan se dil uth jayega.,Negative,ap ka imran khan se dil uth jayega
ITNI PYARI SHAQLEIN,Positive,itni pyari shaqlein
Us ky bad akhri line sun lay. Phr Imran Khan py dil a jaye ga ,Positive,us ky bad akhri line sun lay phr imran khan py dil a jaye ga
Sir ap Faislabad ky to nai ha ? ,Neutral,sir ap faislabad ky to nai ha
Chak jhumra se ,Neutral,chak jhumra se
chicha watni se,Neutral,chicha watni se
Aunty to larkiyoun ke peechey he parh gayin hain ,Negative,aunty to larkiyoun ke peechey he parh gayin hain
Jo last line thi ussi khoof ki bharhaas nikali hai Aunty ne ,Negative,jo last line thi ussi khoof ki bharhaas nikali hai aunty ne
Is aunty ko koe bataye 12 crore logo kay paas car he nahi hai .. aur us 12 mein sy 8 crore kay paas bike bhe nahi hai .. road ko chaatein?,Negative,is aunty ko koe bataye crore logo kay paas car he nahi hai aur us mein sy crore kay paas bike bhe nahi hai road ko chaatein
Hahah han dekhi mene.....aunty ko ghussa arha hai bht ziada,Negative,hahah han dekhi mene aunty ko ghussa arha hai bht ziada
Anti da wadda rolaa aaaa,Negative,anti da wadda rolaa aaaa
r bat tu thk a pr baat a ruswai ki,Negative,r bat tu thk a pr baat a ruswai ki
koi reh gya tag krne wala? ,Neutral,koi reh gya tag krne wala
Yay tumay b kena chahiye mujay,Neutral,yay tumay b kena chahiye mujay
baba yeh dekhein ,Neutral,baba yeh dekhein
Koi tou roko xD,Negative,koi tou roko xd
Sahi khel gyi aunty,Negative,sahi khel gyi aunty
mera aik vote is aunty ko or dosra gourmey wli aunty ko ,Negative,mera aik vote is aunty ko or dosra gourmey wli aunty ko
Hahaha kiya debate thi.... last main jo aunty bol kr gyi hain woh kamal ka dialogue tha.....,Positive,hahaha kiya debate thi last main jo aunty bol kr gyi hain woh kamal ka dialogue tha
Inhi jahilon ki Waja say Nawaz shreef select hota hai,Negative,inhi jahilon ki waja say nawaz shreef select hota hai
Competition chal rha he Bhai,Neutral,competition chal rha he bhai
Imran ko rista dana hai her tu theak hai,Neutral,imran ko rista dana hai her tu theak hai
pay gyi wahi Aunty Ovi Tuuttt k,Negative,pay gyi wahi aunty ovi tuuttt k
Anti ap v tutti hoi a... :-D,Negative,anti ap v tutti hoi a d
Es gal da tenu kivay pata ,Negative,es gal da tenu kivay pata
Anti ki ankhein parh li hain ma ne..,Neutral,anti ki ankhein parh li hain ma ne
Ena experience about auntiesPuttar sb khair a na,Neutral,ena experience about auntiesputtar sb khair a na
Hahahaha...Welli qaum ki nishaniyaan.. :-D,Negative,hahahaha welli qaum ki nishaniyaan d
Aunty ki aisi ki taisi...,Negative,aunty ki aisi ki taisi
Shrkiyan jasa leader wasay supporter,Negative,shrkiyan jasa leader wasay supporter
Mujhe afsos is baat ka ha k aunty ka sochne ka andaz dekh zara kano ko hath lagaye banda,Negative,mujhe afsos is baat ka ha k aunty ka sochne ka andaz dekh zara kano ko hath lagaye banda
Majal hai koi daleel se bat hgai ho  lochapan bas,Negative,majal hai koi daleel se bat hgai ho lochapan bas
puri sunyo end waikhn wala e,Neutral,puri sunyo end waikhn wala e
o teri Aunty Bir pari ha Mere Chacho sa ,Neutral,o teri aunty bir pari ha mere chacho sa
ye bhi voter hain jo facebook per nahi.,Neutral,ye bhi voter hain jo facebook per nahi
Aram see bat sunain.,Neutral,aram see bat sunain
next time mera or tumhara aisi phada hone wala ha media per ,Negative,next time mera or tumhara aisi phada hone wala ha media per
Aunty ko ab banda kya kahen,Negative,aunty ko ab banda kya kahen
aunty nay pora hath hi daal dia bhai ,Negative,aunty nay pora hath hi daal dia bhai
Tum pata hai imran khan ke sath kiun ho??? Pata hai kiun ho??,Neutral,tum pata hai imran khan ke sath kiun ho pata hai kiun ho
Bichari aunty bachpan mai kch parh likh gae hoti tw aj ye mic pakr k khari kisi ka interviwe leri hoti ,Negative,bichari aunty bachpan mai kch parh likh gae hoti tw aj ye mic pakr k khari kisi ka interviwe leri hoti
Inki priority k hisab se hi inko hukumran mila hy ,Neutral,inki priority k hisab se hi inko hukumran mila hy
bol rhi itni khubsurat sarkey hein hmarey bacho ko dekhna nasib hui ,Positive,bol rhi itni khubsurat sarkey hein hmarey bacho ko dekhna nasib hui
Had hoti h jahil awaam,Negative,had hoti h jahil awaam
saray pti k ho na?,Neutral,saray pti k ho na
ahan likin pmln bhe be izzat he ho rhi ,Negative,ahan likin pmln bhe be izzat he ho rhi
tmharay khna sa kia hta ha,Neutral,tmharay khna sa kia hta ha
yr ap kis k supporter?,Neutral,yr ap kis k supporter
Yaa bhai loota hai..... ,Negative,yaa bhai loota hai
Jisko bta rha. Wo khud hai,Neutral,jisko bta rha wo khud hai
tu b kum naee,Neutral,tu b kum naee
