clean_text,label
ghalib ki shayari part dar part aur teh dar teh kholti chali jati hy,Positive
ghalib ki shayari part dar part aur teh dar teh kholti chali jati h,Positive
y bouth bare haqeaut h,Neutral
y bouth bare haqeaut hai,Neutral
jin mein science fiction adventure jangi samaji o romani mauzoaat par banai jane wali films shamil hen,Neutral
maren ap zrurt apko h or mjhy b,Negative
maren ap zrurt apko hy or mjhy b,Negative
fake nai real khbre da ta he,Neutral
fake nahin real khbre da ta he,Neutral
beharhal wo bartaniya ki shehri hen aur abhi tak wo baharat mein work visa par kaam karti hain,Neutral
beharhal wo bartaniya ki shehri hain aur abhi tak wo baharat mein work visa par kaam karti hen,Neutral
un gramophone companies mein colombia gramophone recording company hans masters voice aur jaino phone recording company ke naam qabil e zikar hen,Neutral
inshallah imran khan kon dafa any do pher dekhty hai hum din rat ek kar k afia sis k lea awaz otayengy,Positive
inshallah imran khan kon dafa any do pher dekhty h hum din rat ek kar k afia sis k lea awaz otayengy,Positive
neend aati nahin mujhko saari raat koi us se kahe mere dil ki baat,Positive
neend aati nai mujhko saari raat koi us se kahe mere dil ki baat,Positive
abhi nahi hue,Neutral
abhi nahin hue,Neutral
yehi youth hi tou pti ki taqat hai,Positive
yehi youth hi tou pti ki taqat h,Positive
is leye ye khena mushkil hae ke unhein kis se dili muhabat hai ya wo kis se shadi ka irada rakhti hain,Neutral
is leye ye khena mushkil hai ke unhein kis se dili muhabat hai ya wo kis se shadi ka irada rakhti hen,Neutral
teri baat ho rai hy,Neutral
teri baat ho rai h,Neutral
bro yea chez mea ny rs ki li hy ap yahan keasy ki beach rhy hen,Negative
bro yea chez mea ny rs ki li hai ap yahan keasy ki beach rhy hain,Negative
film jannat ke baad meri shanakht kamyab adakara o model ki hesiat se hony lagi mujhy kafi filmein bhi offer hueenmagar jaldbaazi ke bajaye soch samajh ker agy barhna chahti thi meri ye hikmat e amali is liey argar na hui kbollywood mein action aur thrill filmon ka dor shru hogya jis mein hero heroin ke kirdar showpiece ke taur err eh gye bold manazir ki bharmar ne bhi mujhy mazeed difai hikmat e amli per majboor kar diya dusra shayad producer aur director ki tarjeehat bhi badal gaensonal chauhanne kaha ke kamyab film deny ke bad bhi dafatir ke chakkar lagana aur mulaqatein zururi hen to is se behter ghar bethny ko hi tarjeeh di,Negative
itni galiyou ke bad ab to bilkul nahin,Negative
itni galiyou ke bad ab to bilkul nai,Negative
bosri wala mental professor h,Neutral
bosri wala mental professor hy,Neutral
season araha writer ko bolo content mil gaya hy,Positive
season araha writer ko bolo content mil gaya h,Positive
bhai ye video char mahene purani hai ah jihadi shaheed hua ta apne dost ka hath nhi chor rha ta,Negative
bhai ye video char mahene purani h ah jihadi shaheed hua ta apne dost ka hath nahin chor rha ta,Negative
beta king hu in sbjct ka it cs easy he mre lya or jo ata he kya he wo he halka lya hy kia,Positive
beta king hu in sbjct ka it cs easy he mre lya or jo ata he kya he wo he halka lya hai kia,Positive
belt k tamam holes alag alag length pay hain aur sab uper nichay hain belt nehayat patli ha jo k dekhne main bura lagti ha buckle ka hook bhi terha fit kia hua ha,Negative
belt k tamam holes alag alag length pay hn aur sab uper nichay hain belt nehayat patli ha jo k dekhne main buri lagti ha buckle ka hook bhi terha fit kia hua ha,Negative
ye wifi ka password mang rahi hae data nahi hai faqeerni k pas,Negative
ye wifi ka password mang rahi hai data nahi hy faqeerni k pas,Negative
kl kb ho gi yr next episode ka w nahi ho raha,Neutral
kl kb ho gi yr next episode ka w nahin ho raha,Neutral
waise shahid afridi qismat ke dhanni hen kyun ke jis tarah allah pak apne bando se mayoos nahi hua,Neutral
waise shahid afridi qismat ke dhanni hain kyun ke jis tarah allah pak apne bando se mayoos nai hua,Neutral
ais pay koi baat nai karta,Neutral
ais pay koi baat nahin karta,Neutral
aik ubqari ka amal hy ya rabee mousa ya rabe kaleem bismila hi rahmaniraheem kiya wo amal kisi ko pta hai,Neutral
aik ubqari ka amal hai ya rabee mousa ya rabe kaleem bismila hi rahmaniraheem kiya wo amal kisi ko pta h,Neutral
allah musalman phir dor e jahalat me jaraha h hiyaday farma aese logo ko jo awam ki zindgiyo ko azab bana rahy h inko to garak kardy,Positive
allah musalman phir dor e jahalat me jaraha hai hiyaday farma aese logo ko jo awam ki zindgiyo ko azab bana rahy hai inko to garak kardy,Positive
imran khan ki b najaiz olad hai ap bhol rahy h afsoos,Negative
imran khan ki b najaiz olad hy ap bhol rahy hai afsoos,Negative
dear admin sahir k show ki bat baad ma kijiye what about parents jo bachion ko train krty on k ghr ka mahol kesa jo wo is type ka dance seekhtin sahir koi threat kr k tu nahin lata onko show main stop this fazol logic ik hi shkhas ko ilzam na dein,Negative
dear admin sahir k show ki bat baad ma kijiye what about parents jo bachion ko train krty on k ghr ka mahol kesa jo wo is type ka dance seekhtin sahir koi threat kr k tu nahi lata onko show main stop this fazol logic ik hi shkhas ko ilzam na dein,Negative
main hath jorta hon to wo paon parr jata hy,Negative
main hath jorta hon to wo paon parr jata h,Negative
yehi wajah h ke film anar kali mein anwar kamal pasha ki jald bazi ki wajah se master inayat hussain ne teen nagme compose karne ke bad anwar kamal pasha ko jawab de deya kyun ke wo kaam jaldi chahate the aur master inayat hussain apni tabyat ke mutabiq kaam karna chahate the,Positive
yehi wajah hy ke film anar kali mein anwar kamal pasha ki jald bazi ki wajah se master inayat hussain ne teen nagme compose karne ke bad anwar kamal pasha ko jawab de deya kyun ke wo kaam jaldi chahate the aur master inayat hussain apni tabyat ke mutabiq kaam karna chahate the,Positive
suna hay aik bayan ka leetay heen zara vlarification kar deen plz agar aisa nahin hay tu a jao zara khushboo lava kay hamaray muhallay bhi,Negative
suna hay aik bayan ka leetay heen zara vlarification kar deen plz agar aisa nai hay tu a jao zara khushboo lava kay hamaray muhallay bhi,Negative
pimple mary face pr bhut hain in ka koe hal,Negative
nae nae shadi shuda afraad ke liye sab se aeham tip yeh hy ke in ke dil mein bachon ki shadeed khuwahish honi chahiye,Positive
nae nae shadi shuda afraad ke liye sab se aeham tip yeh h ke in ke dil mein bachon ki shadeed khuwahish honi chahiye,Positive
hahaha kal ki debate k baad kamyab aurat ka award aap ko jata hy,Positive
hahaha kal ki debate k baad kamyab aurat ka award aap ko jata h,Positive
mujay nahi mil rahay hen,Neutral
mujay nahin mil rahay hain,Neutral
jab lalak jan ne ese uraya to aik zbrdst dhamaka howa aur bharti foj ka gola barod barbad ho gaya,Positive
main qemat ke bare mein sawal nahi karta magar ye aksar pochta hunk e kahein ye dolne ke bad sukar to nahi jaye ga jis par log herani se hanste bhi hen shayad ab wo zamana nahi raha jab kapre bar dhulne ke bad sukar jaya karte the,Neutral
main qemat ke bare mein sawal nahin karta magar ye aksar pochta hunk e kahein ye dolne ke bad sukar to nahi jaye ga jis par log herani se hanste bhi hain shayad ab wo zamana nahi raha jab kapre bar dhulne ke bad sukar jaya karte the,Neutral
yeh tou saray eman farosh hen,Negative
agr tumhary paas shi news na ho to fb pi emloyees k samny hero bnny kia zroort hy aur confirm khbr do gay to ap pr koi ghusa ni kry ga kisi ko block kr deny kam ni chalta bhai yai kbootr wali chal hi jesy woh billy ki dekh kr ankh bnd ker leta hai,Neutral
agr tumhary paas shi news na ho to fb pi emloyees k samny hero bnny kia zroort hai aur confirm khbr do gay to ap pr koi ghusa ni kry ga kisi ko block kr deny kam nahin chalta bhai yai kbootr wali chal hi jesy woh billy ki dekh kr ankh bnd ker leta hai,Neutral
achi h,Positive
achi hai,Positive
zia mohyeddin ka kehna hai ke mujhe is program ki maqboliyat ka andaza is roz hua jab main ne aik choti si bachi ko yeh kehte hue suna ammi ammi wo dekhen zia mohyeddin show ja rahe hen,Positive
zia mohyeddin ka kehna hy ke mujhe is program ki maqboliyat ka andaza is roz hua jab main ne aik choti si bachi ko yeh kehte hue suna ammi ammi wo dekhen zia mohyeddin show ja rahe hain,Positive
hum degar mumalik se madad ni tijarat karte hain is waqat zar e mubadla ke zakhair arab dollar ho chuke hain,Positive
hum degar mumalik se madad nahi tijarat karte hain is waqat zar e mubadla ke zakhair arab dollar ho chuke hen,Positive
ha lash hai aunty bhe sahe h,Positive
ha lash h aunty bhe sahe hy,Positive
ajka episode upload nahi hua ab tak,Neutral
ajka episode upload nahin hua ab tak,Neutral
amama yah bilkul page achha hay dats y app support krty hoo aur woo b tu hay na jis ky liaye mein b yahan houn,Positive
ye wo nahin he jo show kiya gaya he sb change he huuu,Negative
ye wo nahi he jo show kiya gaya he sb change he huuu,Negative
abdullah tumahara waqat pura hogya hy,Negative
abdullah tumahara waqat pura hogya hai,Negative
website kb theek hogi yaar aik din chalti hy to kch dars aglay din wo dars ghayab dosray hazir,Negative
website kb theek hogi yaar aik din chalti h to kch dars aglay din wo dars ghayab dosray hazir,Negative
plz koi ka number dy sakta hai,Neutral
plz koi ka number dy sakta hy,Neutral
mirza ghalib ne jis pur ashob daur mein hosh sambhala us ka pora adrak mukamal dukh aur insanon par jo biti us ka bayan un ki shayari mein milta hy,Positive
mirza ghalib ne jis pur ashob daur mein hosh sambhala us ka pora adrak mukamal dukh aur insanon par jo biti us ka bayan un ki shayari mein milta h,Positive
is larki mai aesa kia h,Neutral
is larki mai aesa kia hy,Neutral
eee eee maine ne kabhi ibn e safi ke novelon ko kitabon ke darmiyan chupa kar nai rakha,Positive
eee eee maine ne kabhi ibn e safi ke novelon ko kitabon ke darmiyan chupa kar nahin rakha,Positive
last night in dono marches ko mila kar supporters ki total tadad tak banti h eye witnesses,Positive
last night in dono marches ko mila kar supporters ki total tadad tak banti hai eye witnesses,Positive
black color h s me,Neutral
black color hy s me,Neutral
junior muqablon mein misr ke khilari benul aqwami satah par kafi behtar karkardagi ka muzahirah kar rahe hen is waqat misr ke benul aqawami satah ke khilari karim darwesh aur amar shabana junior khilariyon ko training de,Positive
lekin mehaz mah bad hi april ko colambia bhi muqabale ke dor se dastbadar ho gaya jab ke argentina ne kisi bhi marhale par khud ko bazabta umeedwar ki hesiyat se pesh nai kiya,Negative
lekin mehaz mah bad hi april ko colambia bhi muqabale ke dor se dastbadar ho gaya jab ke argentina ne kisi bhi marhale par khud ko bazabta umeedwar ki hesiyat se pesh nahin kiya,Negative
tum se kam hu achha beghairto aur kya huwa uska is post pr cmnt krna ban to nhi ha waise time to itni bari,Negative
tum se kam hu acha beghairto aur kya huwa uska is post pr cmnt krna ban to nahin ha waise time to itni bari,Negative
it konsi hy mjhy b btao,Neutral
it konsi hai mjhy b btao,Neutral
na kro pata hy hme,Neutral
na kro pata hai hme,Neutral
yahudiat k zer e saya palne wali media khamoshtext msg s khamoshq is k khilaf ahtjaj me koi message nai phelaya ja raha,Negative
yahudiat k zer e saya palne wali media khamoshtext msg s khamoshq is k khilaf ahtjaj me koi message nahin phelaya ja raha,Negative
yes it s right maa toe phr maa h na,Neutral
yes it s right maa toe phr maa hy na,Neutral
embroidery ki puri ek side se dhage nikle huay hen,Negative
o bss yar bc andhy hain bhnchod jahalat e r kch nahin,Negative
o bss yar bc andhy hen bhnchod jahalat e r kch nai,Negative
p me bhi tharki nahi hu,Negative
p me bhi tharki nahin hu,Negative
iqrar bhai mra membrship card nahi mila abi tak and half month hogaye hen apply kiye huay,Neutral
iqrar bhai mra membrship card ni mila abi tak and half month hogaye hain apply kiye huay,Neutral
neachy is main pori tarteeb lekhi hoi h ap isko parh lain ek dafa pora,Neutral
neachy is main pori tarteeb lekhi hoi hy ap isko parh lain ek dafa pora,Neutral
woh apne app ko doctor kehalwana pasnd kartay hain,Neutral
woh apne app ko doctor kehalwana pasand kartay hen,Neutral
un ki zindagi ka har dor musalsal jid o jehad aur amal se bharpur h,Neutral
un ki zindagi ka har dor musalsal jid o jehad aur amal se bharpur hy,Neutral
se tak ke baras mohammed ali ki acting ke urooj ka zamana hen,Positive
lahore qalandar ki trh zalil hoka tu nahi hara,Negative
lahore qalandar ki trh zalil hoka tu nahin hara,Negative
tb angrez gaye to india pak ko lara gaye ab phr wohi ho rha hai umeed hai smj nahi ho gi,Positive
tb angrez gaye to india pak ko lara gaye ab phr wohi ho rha hae umeed hai smj nai ho gi,Positive
mashallah puri qassam b me milri hen alaya,Positive
koi haal ni hy and couple of the day,Neutral
koi haal nahi h and couple of the day,Neutral
dec ko baldyati elections k mauqay per karachi me loadshedding nai ki jaigi,Positive
dec ko baldyati elections k mauqay per karachi me loadshedding nahin ki jaigi,Positive
dil khoon k aansoo rota hai dehato me log faqo se mer rae shehro me nokriya nhi hy,Negative
dil khoon k aansoo rota hae dehato me log faqo se mer rae shehro me nokriya nhi hai,Negative
beshak shaheed zinda hen,Positive
but next time plz umar akmal ko nahin rkhna team mai,Neutral
but next time plz umar akmal ko nahi rkhna team mai,Neutral
tumhara behtren rishta wo hy jo tumhary aib jan kr bhe tumhary sath rahy aor tumhary parwardegar k elawa koi ho hi nahin sakta,Positive
tumhara behtren rishta wo hai jo tumhary aib jan kr bhe tumhary sath rahy aor tumhary parwardegar k elawa koi ho hi ni sakta,Positive
kea kahengii ap is per may or ap jitna ouraataay hen kapeapun py,Neutral
chalo ye b krlete hen,Neutral
jahan tak films ka sawal h to abhi is industry ko pori tarha bahaal hone mein kafi waqt lagega,Negative
jahan tak films ka sawal hy to abhi is industry ko pori tarha bahaal hone mein kafi waqt lagega,Negative
hahah bari khoobsurat saza hy,Positive
hahah bari khoobsurat saza h,Positive
tmhn bara yaad h mn abi b krti btw,Neutral
tmhn bara yaad hy mn abi b krti btw,Neutral
mujhe yaqeen hy ke jo log mazboot ikhlaqi iqdaar rakhte hain wo aise logon ki zaroor himayat karenge,Positive
mujhe yaqeen hai ke jo log mazboot ikhlaqi iqdaar rakhte hen wo aise logon ki zaroor himayat karenge,Positive
hahhaha sun yr bacha zyda he shareef ban rha hy lolxxxxoye to ifti he h na o,Negative
hahhaha sun yr bacha zyda he shareef ban rha hai lolxxxxoye to ifti he hy na o,Negative
yr starting mein kinza nice thi per ab jb b jia arsal sath hoty hai tang arany a jati h,Negative
yr starting mein kinza nice thi per ab jb b jia arsal sath hoty hy tang arany a jati hai,Negative
han na bohat meesni hy ksmain ah ki episode main dykhi na ghuni,Negative
han na bht meesni h ksmain ah ki episode main dykhi na ghuni,Negative
ek real lesson ye hai pakistan mai koi boy girl se pyar karta hai saal se aur saal bad koi london se ata hai uska cousin ya aur koi toh ladki saal ke sathi ko chor kar uske sath set hojati hai unko samjhna chahiye ke isne pori life merii care ki hai aur woh london se sirif ek maheena mere sath raha hai mainy buhat girls dekhi hai aesii jo london se aye huwe ko zyada respect deti hain apnon ko chor kar aur comedy bhi buhat hai is drame mai bus ek baat apki theek hai isme buzurgon ka ahteram aur ramadan jesa mahool nhii drame mai lakin over all drama achha hai low level na kaho,Negative
ek real lesson ye hae pakistan mai koi boy girl se pyar karta hai saal se aur saal bad koi london se ata hai uska cousin ya aur koi toh ladki saal ke sathi ko chor kar uske sath set hojati hai unko samjhna chahiye ke isne pori life merii care ki hai aur woh london se sirif ek maheena mere sath raha hai mainy buhat girls dekhi hai aesii jo london se aye huwe ko zyada respect deti hain apnon ko chor kar aur comedy bhi buhat hai is drame mai bus ek baat apki theek hai isme buzurgon ka ahteram aur ramadan jesa mahool nhii drame mai lakin over all drama acha hai low level na kaho,Negative
ubqari walo m ne bismilla wala likha howa h ab jummy ko muhammad dur rasool ulla ahmad dur rasool ulla b likha h dono sath rakh lon kuch ho ga tu nahi,Neutral
ubqari walo m ne bismilla wala likha howa hae ab jummy ko muhammad dur rasool ulla ahmad dur rasool ulla b likha h dono sath rakh lon kuch ho ga tu ni,Neutral
wo tu mei b nahin khati matlab hum dono he khotafree hai,Negative
wo tu mei b nahi khati matlab hum dono he khotafree h,Negative
jani ya jo masla hen ajj k nahin hain aur hamara jesa gareeb mulk main aysa areas main ya sab pohanchana bohat mushkil kaam ha,Negative
jani ya jo masla hain ajj k nahin hen aur hamara jesa gareeb mulk main aysa areas main ya sab pohanchana bohat mushkil kaam ha,Negative
agar sindh govt ko operation nahi chalana to humein koi aitraz nai,Negative
agar sindh govt ko operation nahin chalana to humein koi aitraz nahi,Negative
is par inhe mulk ki bad tareen jailon main se aik mianwali jail mein bhi kuch arsa rehna parha lekin inho ne apne awam dosti ke usool se kabhi rogardani nahin ki jis ke aeteraf mein inhe december ko karachi press club ne apna life member banaya aur in ke aezaaz main shandaar jalsa munaqid kiya,Positive
is par inhe mulk ki bad tareen jailon main se aik mianwali jail mein bhi kuch arsa rehna parha lekin inho ne apne awam dosti ke usool se kabhi rogardani nai ki jis ke aeteraf mein inhe december ko karachi press club ne apna life member banaya aur in ke aezaaz main shandaar jalsa munaqid kiya,Positive
nawaz sharif nay un intaykahbat mein bazat e khud hissah nahin leya magar aik aham quait kay tour par seyasi manzer namay par moujud rahay,Negative
nawaz sharif nay un intaykahbat mein bazat e khud hissah nai leya magar aik aham quait kay tour par seyasi manzer namay par moujud rahay,Negative
angelina jolie ne iraq combodia aur afghan muhajreen ke leye bhi bht kaam kiya aur un ki bahali ke leye record funds jama kiye,Positive
angelina jolie ne iraq combodia aur afghan muhajreen ke leye bhi bahut kaam kiya aur un ki bahali ke leye record funds jama kiye,Positive
k nsi ayaat mbrk pahry j sar ka drd khtm hy jaega,Neutral
k nsi ayaat mbrk pahry j sar ka drd khtm hai jaega,Neutral
wase bhi ye murda qoum hai,Negative
wase bhi ye murda qoum h,Negative
jagah jagah tumhari taswirein lagi hen aur mianwali mein sirf tumhari cassette he farokht hoti hai to attaullah esakhelvi ne phir esakhel jane ka qasd kiya,Positive
jagah jagah tumhari taswirein lagi hain aur mianwali mein sirf tumhari cassette he farokht hoti h to attaullah esakhelvi ne phir esakhel jane ka qasd kiya,Positive
oooppss to phle bolti na dash mjhe lga meri pysri dost mere liye soch rhi h chal tu rakh lena,Positive
oooppss to phle bolti na dash mjhe lga meri pysri dost mere liye soch rhi hy chal tu rakh lena,Positive
koi bgairti nahi howi,Neutral
koi bgairti nahin howi,Neutral
hmari halat next lvl bura thi,Negative
haqiqat yeh hy ke main is hawale se koi dabao mehsoos nahi karti,Positive
haqiqat yeh hai ke main is hawale se koi dabao mehsoos nai karti,Positive
allah majboor o bay kas ki pukaar sunta un ki takleef ko dor karta aur un ko apna naib banata h,Positive
allah majboor o bay kas ki pukaar sunta un ki takleef ko dor karta aur un ko apna naib banata hy,Positive
mera khaas shukriya krna toh bnta h naaa d d d,Neutral
mera khaas shukriya krna toh bnta hy naaa d d d,Neutral
jab audience aik artist ko apne saamne stage par tann tanha urdu aur english adab ke shey paron ko parhte hue sunte hain to in par kaif o masti ka aisa aalam taari ho jata h jis ki lazzat se wo pehle na aashna the,Positive
jab audience aik artist ko apne saamne stage par tann tanha urdu aur english adab ke shey paron ko parhte hue sunte hen to in par kaif o masti ka aisa aalam taari ho jata hai jis ki lazzat se wo pehle na aashna the,Positive
bhutto khandan sindh anay say qabal zila hisar kay aham qasba sarsa kay aik gaon mozu bhutto mein abad tha aur isi monasbat say usey bhutto kaha jata hy,Neutral
bhutto khandan sindh anay say qabal zila hisar kay aham qasba sarsa kay aik gaon mozu bhutto mein abad tha aur isi monasbat say usey bhutto kaha jata h,Neutral
tu phir jiska gif hy ussko passand karlo merey liye,Neutral
tu phir jiska gif h ussko passand karlo merey liye,Neutral
is episode mein koi bhi hot nai h,Negative
is episode mein koi bhi hot nahi hai,Negative
phir bhi kon sa pti ny jeet jana h inshallah saal phir sarko py zaleel hongy,Negative
phir bhi kon sa pti ny jeet jana hy inshallah saal phir sarko py zaleel hongy,Negative
butt sab k haq me h,Positive
butt sab k haq me hy,Positive
aj kal kisi b masum insan k b izat mehfuz nai rah is media k waja s sb jot he nashar karty hen pir b tazlil to hojaty he naaj kal jb b mob on karogy seyasi parteyou k gandgi seyasat hi apko dehkny awr parny ko mili gi koyi maqsad k bat nahi mely gi kash koyi aisa kanon to bany aisi ghaliz bathay post karny p pabandi k sat saza b mily,Negative
aj kal kisi b masum insan k b izat mehfuz ni rah is media k waja s sb jot he nashar karty hen pir b tazlil to hojaty he naaj kal jb b mob on karogy seyasi parteyou k gandgi seyasat hi apko dehkny awr parny ko mili gi koyi maqsad k bat nai mely gi kash koyi aisa kanon to bany aisi ghaliz bathay post karny p pabandi k sat saza b mily,Negative
allah momino ka difaa karta h,Positive
allah momino ka difaa karta hai,Positive
hahaha bhai is se bi bure haal tha,Negative
sirf adan ki apni nahi,Neutral
sirf adan ki apni nahin,Neutral
sub media ki nahin jch hamari apni especially parents ki b responsibilities hoti hy,Neutral
sub media ki nahi jch hamari apni especially parents ki b responsibilities hoti h,Neutral
o bhaii dhekoo post h video,Neutral
o bhaii dhekoo post hy video,Neutral
yar ni milta na miley java aap ko yar provide krta h p,Neutral
yar nahi milta na miley java aap ko yar provide krta hai p,Neutral
i buy it dikhne me bilkul pic jesi he but fabric bohat kharab or stitching very bad first time me hi silai khul gai or kapra bilkul dheela hogaya medium se large hogai very bad aybeez read more,Negative
i buy it dikhne me bilkul pic jesi he but fabric bht kharaab or stitching very bad first time me hi silai khul gai or kapra bilkul dheela hogaya medium se large hogai very bad aybeez read more,Negative
ap bahut khbsoorat lg rhe ho,Positive
ap bohat khbsoorat lg rhe ho,Positive
sorry to say zra achy nahi lgy bhai,Negative
sorry to say zra achy nahin lgy bhai,Negative
nahin bhut bhari or kfi bary fi se zda ho halka q lna d,Neutral
nahi bhut bhari or kfi bary fi se zda ho halka q lna d,Neutral
box ki halat buhat kharaab thi laikan mobile is ok best camera mobile thats why camon,Positive
hahahaha ye aap ki porii life ki summary hai,Neutral
hahahaha ye aap ki porii life ki summary h,Neutral
is sal ka best drama hai,Positive
is sal ka best drama hy,Positive
bytaaa jo mainy leacture dia tha wo to yd h naa,Neutral
bytaaa jo mainy leacture dia tha wo to yd hai naa,Neutral
hum qaum ke liye qurbani de rahe hy,Negative
hum qaum ke liye qurbani de rahe h,Negative
chal jhooti jitna tu phassti otna to galli ke chichori bhi nahin phasti lux soap medora lipstick chargha pizaa pepsi bottle choklate french fries balky tu khabees aurat tu to kabhi kabhi rupy ke bleach per bhi phass jati hai,Negative
chal jhooti jitna tu phassti otna to galli ke chichori bhi nahi phasti lux soap medora lipstick chargha pizaa pepsi bottle choklate french fries balky tu khabees aurat tu to kabhi kabhi rupy ke bleach per bhi phass jati h,Negative
wo maali aur deegar muaamlaat mein democratic party ke candidates ki madad karte rahe hen,Neutral
ko par sakta hen,Neutral
hum toot kay roty hen teri yaad mai aksr,Negative
rana sahb ko mashwra hy is team ko baech kar maronda le lain mun to mitha kary ga kam se kam,Negative
rana sahb ko mashwra h is team ko baech kar maronda le lain mun to mitha kary ga kam se kam,Negative
thek allah pak ka koi b hukam maslehat k baghair nahin,Positive
thek allah pak ka koi b hukam maslehat k baghair nahi,Positive
khabees hai tu khabees orat shraap na dy,Neutral
khabees hy tu khabees orat shraap na dy,Neutral
huh khud tou jaise khate hu nahin,Neutral
huh khud tou jaise khate hu nahi,Neutral
beta me apke liye stock exchange k papers bhejta hun kyunke apka interest lg rha hy issme,Positive
beta me apke liye stock exchange k papers bhejta hun kyunke apka interest lg rha h issme,Positive
woh aik kuta hy isi ka os ka apna logo ka zulam nzr nhu ata jo aiski malwon army bombar karha hai jo zolam wazeristan m karha hai kya wo zolam nhia hai,Neutral
woh aik kuta hai isi ka os ka apna logo ka zulam nzr nhu ata jo aiski malwon army bombar karha hai jo zolam wazeristan m karha h kya wo zolam nhia hai,Neutral
too tw har waqt hi krtii hy,Neutral
too tw har waqt hi krtii hai,Neutral
khuwaar sahab ne mazakan bol diya k kiya koi hamari class se to nai,Neutral
khuwaar sahab ne mazakan bol diya k kiya koi hamari class se to nahin,Neutral
un ki khuwahish rahi ke apni zindagi mein urdu college ki bunyad rakh den magar qudrat ko ye manzor na tha lekin aaj hum dekh rahe hn ke urdu university qayam ho chuki hai aur apna kaam jari rakhe howe hai,Positive
un ki khuwahish rahi ke apni zindagi mein urdu college ki bunyad rakh den magar qudrat ko ye manzor na tha lekin aaj hum dekh rahe hain ke urdu university qayam ho chuki hai aur apna kaam jari rakhe howe hy,Positive
khamkha to apna jigro nahi banaya,Neutral
khamkha to apna jigro nahin banaya,Neutral
woh mein ahmed nadeem qasmi mukhtasar muddat kay liye anjuman tarraqi pasnd musanafeen kay general secretary rahey,Neutral
behar kaif field mein in ki maujodgi in ke sathiyon ke liye hamesha taqwiyat ka baiys hoti hy,Positive
behar kaif field mein in ki maujodgi in ke sathiyon ke liye hamesha taqwiyat ka baiys hoti h,Positive
a c o nd c o ne kia kasoor kia jo un ko hamesha nazar andaz kia ja rha h kia ye govt emply ya apca me nhe aaty,Positive
a c o nd c o ne kia kasoor kia jo un ko hamesha nazar andaz kia ja rha hy kia ye govt emply ya apca me nhe aaty,Positive
question jaded squash mein benul aqawami satah par behtar karkardagi kis umar tak barqara rakhi ja sakti hy,Neutral
question jaded squash mein benul aqawami satah par behtar karkardagi kis umar tak barqara rakhi ja sakti h,Neutral
awam ko pagal banate hain yar dr sb,Negative
delivery fast hy magar lipstick low qulity the or demige toti hui i the color b aisa ni hai,Negative
delivery fast hae magar lipstick low qulity the or demige toti hui i the color b aisa ni hy,Negative
sahi bt hai,Positive
sahi bt hy,Positive
very bad dj ne ja video wap nahin ki arsal ko,Negative
very bad dj ne ja video wap nahi ki arsal ko,Negative
zinda rehna h qayamat ke sahar hone tak,Neutral
zinda rehna hy qayamat ke sahar hone tak,Neutral
surat toba ki last ayat hen,Neutral
zindagi briii tuff h yar hm sbki to,Negative
zindagi briii tuff hai yar hm sbki to,Negative
tujhay bari khushi hoti h jab karachi harta hy,Neutral
tujhay bari khushi hoti hai jab karachi harta h,Neutral
pir pagara ghq se apne talluq ke izhaar mein kabhi hichkichahat mehsoos nai karte the,Neutral
pir pagara ghq se apne talluq ke izhaar mein kabhi hichkichahat mehsoos nahin karte the,Neutral
yeh drama bht zbrdst h kafi time bd hum tv walon ne dubara acche dramas bana shuru kiye hai,Positive
yeh drama bohat zbrdst hai kafi time bd hum tv walon ne dubara acche dramas bana shuru kiye hai,Positive
jo shakhs roza me kirdar o guftaar me jhot na choray tu allah ko us k bhokay piyasay rehnay ki koi zarorat nahin,Negative
jo shakhs roza me kirdar o guftaar me jhot na choray tu allah ko us k bhokay piyasay rehnay ki koi zarorat nai,Negative
kon hai hmary group main,Neutral
kon hy hmary group main,Neutral
hahaha bat hy reaction ki ha,Neutral
hahaha bat hai reaction ki ha,Neutral
subah time nikal k krty hen sain ka bandobast,Neutral
answer choonti ant aesa insect jandar hai jo kabhi nai sota,Neutral
answer choonti ant aesa insect jandar hy jo kabhi nahi sota,Neutral
yar discunt ky nam per dhokha hi koi dicunt nen tplink nd market price ruppes hi yahan hzar kh kr disunt dy kar duble ki pemint per single dy rhy hin draz pk ka mear kharab ho rha hi is ka koi hal nkalen,Negative
g ak kaam h ap se sir,Positive
g ak kaam hy ap se sir,Positive
yaar ye couple bht dashing hy yaarr,Positive
yaar ye couple bohat dashing h yaarr,Positive
wo guzishta dinon russia mein hone wale world university moqablon mein pakistan universities ki numaindagi kar chuki hen,Positive
agar uk jaa kar bhi fark nahin para to lanat ho,Negative
agar uk jaa kar bhi fark nai para to lanat ho,Negative
nakhre hi nai khtm hote karachi walon ke,Negative
nakhre hi nahin khtm hote karachi walon ke,Negative
ammi pochti hen khane mein kya doon to mein kehta hoon extra sheet plz,Positive
tera wala hy shaid,Neutral
tera wala h shaid,Neutral
mere pas kamyaab maa h,Positive
mere pas kamyaab maa hy,Positive
iqra aziz and frhan saeed kya acting ki hy sab bus jamshaid g buht bury lgty hn mjy,Negative
iqra aziz and frhan saeed kya acting ki hai sab bus jamshaid g buht bury lgty hain mjy,Negative
dua ki darkhwast hy,Positive
dua ki darkhwast h,Positive
wh tax aaeen k article k khilaf hy darkhuast guzar,Negative
